player_id,first_seen,last_seen,total_sessions,total_playtime_hours,avg_session_duration_minutes,total_revenue_usd,total_events,age,gender,location,game_genre,game_difficulty,play_time_hours_per_week,in_game_purchases,sessions_per_week,player_level,achievements_unlocked,engagement_level
P0005679,2024-01-29,2026-08-17,1642,3386.08,123.73,445.57,46087,30,Male,Asia,RPG,Medium,30.93,51,15,89,60,High
P0005680,2025-01-07,2026-09-09,789,980.07,74.53,129.32,22919,36,Female,Asia,Action,Hard,13.66,16,11,79,22,Medium
P0005681,2024-06-03,2026-08-22,1869,2779.2,89.22,1127.11,15046,23,Non-binary,Europe,Action,Hard,22.3,66,15,84,28,High
P0005682,2026-06-06,2026-08-17,149,238.33,95.97,29.67,2134,45,Male,North America,Strategy,Hard,20.79,6,13,60,42,Medium
P0005683,2024-03-19,2026-09-04,1404,1935.18,82.7,116.47,15526,25,Female,Asia,Action,Medium,17.92,44,13,77,38,Medium
P0005684,2026-05-02,2026-08-02,117,92.61,47.49,14.25,1550,20,Male,Europe,Simulation,Hard,6.33,1,8,52,28,Low
P0005685,2025-07-03,2026-09-08,607,565.32,55.88,126.29,7939,19,Male,Oceania,Action,Medium,8.38,13,9,75,35,Medium
P0005686,2026-02-21,2026-09-07,177,71.04,24.08,5.89,2150,13,Female,North America,RPG,Medium,2.41,3,6,49,23,Low
P0005687,2023-11-27,2026-08-26,2529,4810.58,114.13,1135.56,20415,42,Male,Asia,Adventure,Medium,39.95,118,21,96,65,High
P0005688,2026-04-21,2026-09-02,100,126.28,75.77,4.5,1133,40,Female,Europe,Action,Hard,7.58,2,6,49,31,Low
P0005689,2025-01-14,2026-08-25,512,172.2,20.18,10.88,5675,33,Male,Asia,Sports,Medium,2.02,4,6,63,39,Low
P0005690,2026-04-01,2026-08-20,270,451.26,100.28,127.34,7057,20,Female,Africa,Puzzle,Hard,21.73,14,13,73,23,Medium
P0005691,2026-08-07,2026-09-10,71,63.71,53.84,103.83,754,44,Female,Europe,Action,Medium,13.46,6,15,50,38,Medium
P0005692,2025-11-19,2026-09-04,666,647.02,58.29,363.24,12060,25,Female,North America,Strategy,Medium,14.57,19,15,66,53,Medium
P0005693,2026-06-04,2026-08-10,127,162.18,76.62,11.95,3713,26,Female,Asia,Action,Easy,17.88,3,14,62,27,Medium
P0005694,2025-10-30,2026-09-02,608,800.63,79.01,110.05,4318,41,Female,North America,Sports,Easy,22.39,16,17,77,46,High
P0005695,2026-03-07,2026-09-09,117,53.08,27.22,0.0,2365,34,Male,North America,RPG,Hard,1.81,0,4,43,25,Low
P0005696,2024-08-05,2026-09-10,464,204.7,26.47,17.47,4186,48,Male,Asia,Puzzle,Medium,1.76,3,4,60,7,Low
P0005697,2026-02-23,2026-09-06,300,359.05,71.81,28.22,2744,30,Female,North America,Simulation,Easy,15.56,9,13,63,35,Medium
P0005698,2025-03-19,2026-09-07,815,1122.93,82.67,28.19,11454,24,Female,North America,Sports,Medium,13.78,14,10,78,30,Medium
P0005699,2026-08-27,2026-08-31,8,8.83,66.26,0.0,251,22,Male,Europe,Adventure,Hard,8.83,0,8,28,27,Low
P0005700,2023-11-28,2026-09-01,1491,2349.07,94.53,287.41,19471,13,Non-binary,Europe,Action,Medium,15.76,40,10,87,48,Medium
P0005701,2025-05-06,2026-07-23,331,92.02,16.68,4.37,2344,25,Male,Africa,Adventure,Medium,1.67,1,6,61,26,Low
P0005702,2025-08-21,2026-09-07,483,519.31,64.51,175.19,4890,38,Male,Europe,Simulation,Hard,8.6,8,8,69,52,Medium
P0005703,2025-09-10,2026-09-05,590,659.32,67.05,186.95,16595,33,Female,Europe,Sports,Easy,13.41,23,12,72,52,Medium
P0005704,2026-06-20,2026-09-08,107,120.93,67.81,0.0,2504,28,Female,Asia,Sports,Medium,9.04,0,8,47,43,Low
P0005705,2025-11-20,2026-08-20,269,198.16,44.2,30.77,2733,19,Female,South America,Action,Medium,5.16,6,7,60,37,Low
P0005706,2024-02-26,2026-09-08,881,758.1,51.63,79.43,24708,30,Male,Europe,Adventure,Medium,5.16,7,6,72,33,Low
P0005707,2025-07-06,2026-08-26,61,32.23,31.7,9.47,1806,37,Male,Asia,Sports,Medium,0.53,1,1,35,36,Low
P0005708,2024-02-28,2026-09-01,295,152.81,31.08,5.34,6532,32,Female,Asia,Simulation,Easy,1.04,1,2,61,41,Low
P0005709,2026-02-15,2026-09-09,142,124.08,52.43,0.0,3429,30,Male,Europe,Adventure,Hard,4.37,0,5,59,21,Low
P0005710,2025-07-30,2026-09-05,610,154.94,15.24,81.46,14055,21,Female,North America,RPG,Hard,2.54,9,10,58,16,Low
P0005711,2024-10-13,2026-08-28,1160,826.89,42.77,197.54,26761,36,Male,Asia,Puzzle,Hard,7.13,20,10,74,61,Low
P0005712,2026-06-12,2026-08-24,132,249.41,113.37,1.02,2673,13,Male,Europe,Action,Hard,26.45,1,14,65,32,High
P0005713,2025-08-10,2026-09-03,718,1129.77,94.41,151.02,19445,31,Male,Europe,Action,Easy,20.46,12,13,85,47,High
P0005714,2024-01-17,2026-09-07,322,186.22,34.7,2.89,7763,51,Male,Asia,Strategy,Medium,1.16,1,2,64,34,Low
P0005715,2025-03-10,2026-08-27,317,48.29,9.14,23.33,6043,14,Male,North America,Action,Medium,0.61,4,4,44,16,Low
P0005716,2023-11-21,2026-09-03,1472,1484.27,60.5,650.59,36904,26,Female,North America,RPG,Medium,9.07,34,9,85,70,Medium
P0005717,2026-03-27,2026-09-09,172,179.22,62.52,32.95,1941,28,Female,Europe,Strategy,Easy,7.29,3,7,61,46,Low
P0005718,2023-09-14,2026-09-03,2009,3029.57,90.48,957.42,52392,24,Male,Oceania,Sports,Easy,18.1,80,12,98,78,Medium
P0005719,2024-01-20,2026-08-07,1220,1075.02,52.87,212.08,25687,37,Female,Asia,Puzzle,Easy,9.69,39,11,87,28,Low
P0005720,2025-06-30,2026-08-31,502,367.13,43.88,148.57,3040,32,Male,Europe,Simulation,Easy,5.85,11,8,65,17,Low
P0005721,2024-12-27,2026-09-06,652,1107.53,101.92,48.97,7901,29,Male,Europe,RPG,Medium,13.59,14,8,82,63,Medium
P0005722,2026-04-12,2026-08-23,262,437.37,100.16,35.27,1600,35,Female,Middle East,Puzzle,Hard,21.7,8,13,63,20,Medium
P0005723,2026-03-10,2026-09-03,268,171.97,38.5,9.42,4590,28,Female,Asia,Simulation,Medium,7.06,3,11,59,31,Low
P0005724,2025-07-15,2026-09-09,702,1166.61,99.71,46.77,14816,57,Female,Asia,Adventure,Easy,18.28,15,11,80,59,Medium
P0005725,2025-09-07,2026-08-24,387,400.22,62.05,163.74,3902,29,Male,North America,Action,Easy,9.31,10,9,67,22,Low
P0005726,2024-12-02,2026-09-06,1249,2523.6,121.23,399.05,27595,30,Male,North America,Sports,Medium,28.29,51,14,91,66,High
P0005727,2023-12-23,2026-08-28,1095,1075.11,58.91,161.79,23035,13,Female,Europe,Action,Medium,7.85,18,8,78,22,Medium
P0005728,2026-07-12,2026-09-06,129,116.27,54.08,95.02,800,23,Female,South America,Strategy,Medium,15.32,7,17,53,19,Medium
P0005729,2024-03-04,2026-09-04,1220,605.53,29.78,964.85,25688,38,Female,Africa,Action,Easy,4.47,30,9,66,38,Low
P0005730,2025-11-04,2026-09-08,821,1507.08,110.14,70.6,14857,16,Prefer not to say,North America,Simulation,Hard,29.37,29,16,78,50,High
P0005731,2024-09-22,2026-09-03,391,348.64,53.5,27.24,2387,13,Male,Asia,Action,Medium,3.57,11,4,69,30,Low
P0005732,2023-11-12,2026-08-13,2595,5513.94,127.49,541.72,52097,28,Female,Oceania,RPG,Easy,34.0,125,16,92,72,High
P0005733,2024-06-25,2026-08-23,1092,1517.52,83.38,278.09,21936,40,Female,Oceania,Sports,Hard,12.51,28,9,84,68,Medium
P0005734,2026-07-11,2026-09-03,155,254.23,98.41,23.27,3133,28,Male,Europe,Strategy,Medium,29.52,6,18,64,27,Medium
P0005735,2024-11-24,2026-09-06,766,560.07,43.87,1234.09,17697,25,Male,Europe,Strategy,Easy,6.58,27,9,65,52,Low
P0005736,2026-03-17,2026-09-04,186,204.23,65.88,16.24,1713,13,Female,Africa,Adventure,Medium,9.88,2,9,66,37,Low
P0005737,2025-11-26,2026-08-28,588,632.39,64.53,99.51,15919,32,Male,Europe,Adventure,Medium,13.98,16,13,74,27,Medium
P0005738,2024-12-07,2026-09-08,1358,1902.56,84.06,221.11,10935,34,Female,Europe,Adventure,Hard,19.61,47,14,84,24,High
P0005739,2024-12-05,2026-09-08,1546,2568.42,99.68,257.29,23294,13,Female,North America,Simulation,Medium,24.92,39,15,87,65,High
P0005740,2023-10-26,2026-08-17,1166,1646.98,84.75,184.31,16403,38,Male,Asia,Strategy,Hard,11.3,25,8,74,54,Low
P0005741,2025-10-24,2026-09-01,456,494.08,65.01,66.1,13731,35,Female,North America,Action,Medium,10.84,12,10,61,39,Medium
P0005742,2023-11-14,2026-09-03,2121,3486.57,98.63,519.46,38291,38,Female,Asia,RPG,Medium,21.37,75,13,97,38,Medium
P0005743,2025-05-13,2026-08-14,1042,1484.68,85.49,809.21,14662,33,Male,Africa,Puzzle,Easy,27.07,42,19,78,32,High
P0005744,2025-11-22,2026-09-10,671,1145.62,102.44,117.4,20182,34,Female,Asia,Action,Easy,23.9,28,14,75,24,Medium
P0005745,2024-10-22,2026-08-30,1152,1335.74,69.57,363.44,12752,33,Male,Middle East,Action,Hard,11.6,35,10,71,45,Medium
P0005746,2024-11-01,2026-09-05,1786,3061.8,102.86,512.52,14401,36,Prefer not to say,Oceania,Simulation,Medium,27.43,75,16,93,38,High
P0005747,2023-12-30,2026-09-08,2718,4885.15,107.84,255.32,43651,13,Male,South America,Sports,Hard,30.55,107,17,95,56,High
P0005748,2023-10-18,2026-09-04,2192,2718.81,74.42,330.96,59288,14,Male,Asia,RPG,Medium,18.6,69,15,89,35,Medium
P0005749,2024-09-08,2026-08-15,167,96.83,34.79,3.41,5048,21,Female,Oceania,Adventure,Medium,1.16,1,2,53,37,Low
P0005750,2024-10-15,2026-09-06,741,457.2,37.02,94.36,5226,27,Male,Asia,Sports,Hard,4.32,12,7,71,27,Low
P0005751,2025-10-21,2026-09-03,645,887.52,82.56,225.51,13608,31,Male,North America,Puzzle,Medium,17.89,27,13,75,36,Medium
P0005752,2025-12-31,2026-08-23,527,635.91,72.4,126.2,14820,31,Male,Africa,Strategy,Medium,18.1,15,15,71,49,Medium
P0005753,2024-11-23,2026-08-03,735,1018.46,83.14,108.48,14779,38,Female,Asia,RPG,Hard,11.09,16,8,75,63,Medium
P0005754,2024-08-07,2026-08-01,1427,1149.21,48.32,179.17,35731,38,Female,Oceania,Action,Medium,10.47,33,13,71,23,Medium
P0005755,2025-07-26,2026-09-02,826,1486.52,107.98,135.8,9174,20,Male,Europe,Strategy,Medium,30.59,30,17,75,58,High
P0005756,2025-02-20,2026-09-10,1014,1478.24,87.47,253.43,21393,30,Male,Europe,Action,Easy,17.49,29,12,90,70,Medium
P0005757,2024-12-14,2026-09-03,1715,2810.6,98.33,893.05,46447,20,Male,Asia,Action,Hard,26.22,55,16,96,87,High
P0005758,2025-03-11,2026-08-23,1314,2068.46,94.45,527.07,26395,26,Non-binary,Asia,Strategy,Hard,25.19,56,16,73,59,High
P0005759,2026-07-09,2026-09-08,23,17.6,45.91,7.15,408,31,Male,Europe,RPG,Hard,2.3,1,3,35,16,Low
P0005760,2025-03-17,2026-08-06,484,357.76,44.35,122.57,14084,13,Female,Oceania,Strategy,Medium,4.44,12,6,60,36,Low
P0005761,2026-01-08,2026-09-01,343,365.18,63.88,29.47,2087,50,Female,Asia,Action,Medium,12.78,8,12,77,21,Medium
P0005762,2026-04-28,2026-09-04,332,551.67,99.7,37.92,7669,33,Female,North America,RPG,Medium,29.91,4,18,65,29,High
P0005763,2025-04-08,2026-09-07,790,1132.33,86.0,69.9,16629,23,Non-binary,Asia,Action,Medium,12.9,14,9,81,25,Medium
P0005764,2024-04-25,2026-09-02,699,289.15,24.82,49.57,18201,45,Male,North America,Action,Hard,2.07,12,5,64,15,Low
P0005765,2024-04-17,2026-09-02,1803,1901.86,63.29,134.31,45186,25,Female,Asia,Puzzle,Easy,14.77,55,14,87,56,Medium
P0005766,2025-08-17,2026-09-09,503,677.29,80.79,150.78,10115,29,Male,North America,RPG,Easy,13.47,12,10,78,43,Medium
P0005767,2024-12-21,2026-09-09,1329,1732.35,78.21,174.17,38608,24,Female,North America,Adventure,Medium,20.86,31,16,78,36,High
P0005768,2026-02-09,2026-09-09,279,334.89,72.02,38.18,4805,43,Male,Middle East,Action,Hard,12.0,5,10,73,57,Medium
P0005769,2025-10-28,2026-09-08,560,553.75,59.33,65.66,16820,27,Male,North America,RPG,Medium,12.85,7,13,67,13,Medium
P0005770,2025-05-07,2026-07-21,875,1156.02,79.27,135.81,20166,29,Male,Asia,Action,Medium,18.5,25,14,70,16,Medium
P0005771,2025-07-02,2026-09-10,805,1323.42,98.64,153.79,14571,39,Male,Asia,RPG,Hard,26.3,30,16,78,51,High
P0005772,2024-10-01,2026-08-27,1352,2171.99,96.39,244.71,8173,33,Non-binary,North America,Adventure,Easy,24.1,35,15,85,26,High
P0005773,2024-06-12,2026-09-01,2204,3884.92,105.76,438.62,37637,28,Female,Africa,Adventure,Hard,28.2,96,16,98,73,High
P0005774,2025-01-06,2026-08-26,274,110.92,24.29,19.29,7160,38,Male,North America,RPG,Medium,1.21,5,3,56,31,Low
P0005775,2026-07-27,2026-09-05,20,11.12,33.37,0.0,160,51,Female,Asia,Strategy,Medium,2.22,0,4,31,20,Low
P0005776,2024-03-24,2026-09-02,619,580.52,56.27,55.7,11824,31,Female,South America,Simulation,Easy,4.69,12,5,67,51,Low
P0005777,2025-04-22,2026-08-09,1251,2217.61,106.36,143.73,25129,29,Male,Asia,Sports,Medium,28.36,43,16,92,66,High
P0005778,2024-02-27,2026-09-06,1219,1543.66,75.98,377.26,7396,30,Male,Europe,RPG,Hard,10.13,28,8,84,54,Medium
P0005779,2025-11-04,2026-09-05,194,283.01,87.53,15.86,1973,40,Female,South America,RPG,Medium,7.29,3,5,66,30,Low
P0005780,2024-10-25,2026-08-27,1936,2851.41,88.37,138.19,54365,23,Male,Middle East,RPG,Easy,25.04,74,17,95,83,High
P0005781,2025-12-06,2026-09-03,551,673.05,73.29,87.39,8864,25,Female,Europe,Strategy,Easy,17.1,20,14,70,28,Medium
P0005782,2025-01-08,2026-09-07,775,938.14,72.63,95.37,14002,14,Male,Asia,RPG,Hard,9.68,15,8,85,37,Medium
P0005783,2024-03-05,2026-08-27,2157,4353.54,121.1,1172.0,62679,17,Male,Europe,Action,Medium,38.35,92,19,96,34,High
P0005784,2024-12-22,2026-08-24,738,797.78,64.86,64.3,19971,23,Female,Europe,Sports,Easy,8.65,15,8,79,30,Low
P0005785,2023-09-12,2026-09-07,1632,2864.98,105.33,289.48,27838,27,Female,Europe,RPG,Hard,19.31,71,11,90,23,Medium
P0005786,2025-06-28,2026-09-02,184,120.43,39.27,35.91,3512,44,Prefer not to say,North America,RPG,Medium,1.96,3,3,52,13,Low
P0005787,2026-04-12,2026-09-09,412,580.92,84.6,52.14,9525,33,Male,Asia,Strategy,Hard,22.56,12,16,82,37,High
P0005788,2025-04-07,2026-08-22,924,1647.65,106.99,94.49,24097,20,Female,North America,Sports,Easy,21.4,25,12,82,48,Medium
P0005789,2024-03-09,2026-08-31,1402,1910.46,81.76,147.43,19740,21,Non-binary,North America,RPG,Medium,17.71,59,13,81,53,Medium
P0005790,2025-02-04,2026-08-27,874,953.97,65.49,78.52,21922,40,Female,Europe,Action,Medium,9.82,23,9,72,49,Medium
P0005791,2024-11-04,2026-09-05,864,961.49,66.77,339.74,24258,38,Non-binary,North America,RPG,Hard,11.13,29,10,86,37,Medium
P0005792,2024-04-13,2026-09-09,1584,2325.05,88.07,225.92,23849,28,Prefer not to say,Asia,Action,Medium,19.08,44,13,90,45,Medium
P0005793,2025-11-16,2026-09-06,507,609.58,72.14,101.71,14228,24,Female,Asia,RPG,Medium,16.83,17,14,66,15,Medium
P0005794,2024-06-11,2026-09-09,2165,2674.14,74.11,1062.61,45597,38,Prefer not to say,North America,RPG,Hard,21.0,82,17,87,50,High
P0005795,2023-10-30,2026-09-10,2448,4029.0,98.75,341.71,41748,19,Female,North America,RPG,Hard,23.04,70,14,92,62,Medium
P0005796,2026-01-28,2026-08-22,354,431.94,73.21,30.74,9950,32,Female,North America,Strategy,Medium,13.42,10,11,64,28,Medium
P0005797,2026-02-08,2026-08-17,349,480.98,82.69,239.99,4955,48,Female,Asia,Strategy,Medium,17.92,16,13,73,53,Medium
P0005798,2023-10-04,2026-08-25,178,44.56,15.02,0.0,5174,30,Female,Europe,RPG,Medium,0.25,0,1,42,12,Low
P0005799,2023-10-11,2026-09-09,2745,4492.19,98.19,1280.86,66008,21,Male,Asia,Action,Easy,26.18,94,16,94,34,High
P0005800,2023-10-18,2026-09-02,3051,6052.17,119.02,505.22,39858,32,Male,Asia,Puzzle,Hard,35.71,133,18,91,62,High
P0005801,2024-02-12,2026-08-28,751,637.1,50.9,84.99,5319,24,Male,Europe,RPG,Medium,5.94,15,7,69,47,Low
P0005802,2025-10-29,2026-09-01,227,71.92,19.01,26.46,4795,15,Female,North America,Sports,Hard,1.58,4,5,43,24,Low
P0005803,2024-12-29,2026-09-04,1288,2477.47,115.41,128.74,20691,34,Male,Europe,Action,Hard,30.78,53,16,100,30,Medium
P0005804,2023-09-12,2026-09-10,2151,4114.86,114.78,471.23,21632,38,Male,Europe,Puzzle,Hard,30.61,102,16,79,20,High
P0005805,2024-07-28,2026-09-05,897,914.04,61.14,169.1,7254,25,Female,Europe,Sports,Hard,9.17,27,9,73,51,Medium
P0005806,2025-02-05,2026-09-06,1132,1368.97,72.56,90.74,28372,25,Male,Africa,RPG,Hard,16.93,26,14,80,46,Medium
P0005807,2024-11-08,2026-09-09,1491,2028.51,81.63,392.05,26930,19,Non-binary,North America,Simulation,Medium,20.41,61,15,82,31,High
P0005808,2025-12-25,2026-08-27,667,1296.87,116.66,113.32,18069,27,Female,Europe,Strategy,Hard,33.05,21,17,81,39,High
P0005809,2025-08-13,2026-09-03,287,253.66,53.03,18.69,6926,23,Male,South America,Puzzle,Hard,4.42,5,5,58,33,Low
P0005810,2024-07-09,2026-08-24,1186,1930.61,97.67,205.25,21422,19,Male,Africa,Action,Medium,19.53,42,12,86,32,Medium
P0005811,2023-10-20,2026-08-30,1584,2406.89,91.17,524.72,27045,45,Female,Europe,Adventure,Medium,16.71,44,11,93,73,Medium
P0005812,2026-07-07,2026-09-03,132,218.42,99.28,18.97,1878,32,Female,Asia,Puzzle,Medium,24.82,4,15,50,26,High
P0005813,2025-06-05,2026-09-06,421,482.4,68.75,37.63,4697,33,Male,North America,RPG,Easy,9.17,10,8,66,56,Low
P0005814,2024-08-13,2026-09-10,1013,1493.16,88.44,369.01,27447,36,Male,South America,Adventure,Medium,16.21,34,11,79,62,Medium
P0005815,2025-04-12,2026-08-27,662,372.04,33.72,116.73,15926,35,Female,Asia,Action,Easy,5.06,13,9,74,25,Low
P0005816,2024-03-07,2026-09-09,1070,1145.97,64.26,178.34,23635,24,Female,Europe,Sports,Easy,10.71,23,10,80,72,Medium
P0005817,2024-09-28,2026-08-28,713,152.34,12.82,26.15,13567,30,Female,Europe,Strategy,Medium,1.28,8,6,52,12,Low
P0005818,2025-08-13,2026-09-08,770,1276.92,99.5,137.97,5478,26,Male,Europe,Strategy,Medium,24.88,29,15,80,59,High
P0005819,2024-05-22,2026-08-24,778,1051.08,81.06,81.08,9403,32,Prefer not to say,Asia,RPG,Hard,9.46,19,7,70,48,Medium
P0005820,2025-08-30,2026-08-27,522,711.31,81.76,45.47,15176,31,Female,North America,Sports,Medium,13.63,13,10,81,25,Medium
P0005821,2025-06-07,2026-08-27,491,429.71,52.51,35.35,11826,25,Male,Asia,Sports,Medium,7.88,12,9,70,30,Low
P0005822,2025-11-06,2026-08-30,511,430.86,50.59,28.87,10798,16,Non-binary,North America,Strategy,Easy,9.27,11,11,67,56,Medium
P0005823,2023-09-12,2026-08-30,2484,2843.77,68.69,915.06,29913,29,Female,Asia,RPG,Medium,18.32,66,16,90,39,High
P0005824,2025-06-13,2026-09-06,1395,2935.08,126.24,705.23,16818,26,Female,North America,Strategy,Medium,42.08,50,20,87,28,High
P0005825,2023-10-31,2026-08-23,1356,1139.04,50.4,279.87,10917,13,Female,Oceania,Sports,Hard,9.24,31,11,73,38,Medium
P0005826,2024-12-15,2026-09-08,607,349.53,34.55,39.18,9769,33,Male,Europe,Action,Medium,4.03,11,7,63,46,Low
P0005827,2026-04-14,2026-09-09,240,186.04,46.51,13.44,7004,37,Female,Europe,RPG,Easy,8.53,13,11,64,31,Medium
P0005828,2024-05-25,2026-09-08,563,729.84,77.78,77.67,5682,51,Male,Europe,Puzzle,Medium,5.19,11,4,74,41,Low
P0005829,2026-01-28,2026-08-17,185,152.35,49.41,14.46,2434,24,Female,Asia,Puzzle,Hard,6.59,4,8,58,25,Low
P0005830,2024-01-11,2026-09-07,2659,5124.34,115.63,536.93,24116,23,Male,Europe,RPG,Hard,32.76,108,17,100,77,High
P0005831,2023-10-19,2026-08-24,1542,2280.88,88.75,1135.97,32506,18,Male,Europe,Strategy,Medium,14.79,51,10,90,73,Medium
P0005832,2025-01-11,2026-08-21,1225,1908.35,93.47,75.87,17260,30,Non-binary,North America,Sports,Medium,24.93,41,16,81,69,Medium
P0005833,2025-06-22,2026-09-09,599,613.28,61.43,42.3,17415,30,Male,Europe,RPG,Easy,8.19,10,8,76,34,Medium
P0005834,2025-04-01,2026-09-03,383,338.57,53.04,17.38,10382,21,Female,South America,Action,Medium,5.3,6,6,66,35,Low
P0005835,2024-05-10,2026-08-30,2186,4910.48,134.78,559.96,26370,26,Male,North America,Puzzle,Medium,35.94,95,16,90,43,High
P0005836,2025-07-18,2026-09-08,930,1508.92,97.35,336.99,21456,13,Male,South America,Strategy,Medium,25.96,31,16,85,35,High
P0005837,2026-07-04,2026-09-03,148,177.38,71.91,18.3,1529,36,Male,Oceania,RPG,Easy,20.37,4,17,63,45,Medium
P0005838,2024-11-21,2026-08-18,583,655.58,67.47,25.13,17522,21,Male,Asia,RPG,Hard,7.87,7,7,64,25,Low
P0005839,2024-06-18,2026-09-09,992,797.73,48.25,69.48,26843,28,Male,North America,Adventure,Medium,6.43,17,8,69,42,Low
P0005840,2026-03-24,2026-08-28,46,3.83,5.0,0.0,889,15,Male,Asia,Adventure,Hard,0.17,0,2,14,15,Low
P0005841,2025-08-03,2026-09-06,588,479.32,48.91,61.36,11205,23,Female,South America,Action,Hard,8.15,7,10,79,26,Low
P0005842,2025-04-09,2026-08-10,991,1441.24,87.26,123.88,6019,25,Female,Europe,Simulation,Medium,18.91,29,13,77,44,Medium
P0005843,2024-11-02,2026-09-02,1019,1978.22,116.48,274.24,25566,28,Male,Europe,Adventure,Medium,25.24,37,13,75,54,High
P0005844,2025-02-23,2026-09-03,616,554.4,54.0,155.87,8693,32,Male,Europe,Simulation,Hard,8.1,12,9,64,57,Medium
P0005845,2024-06-02,2026-08-01,1129,724.07,38.48,97.99,31688,41,Male,Europe,Action,Easy,6.41,17,10,77,59,Low
P0005846,2024-10-16,2026-08-11,373,141.24,22.72,11.4,5266,35,Male,North America,RPG,Easy,1.51,3,4,52,41,Low
P0005847,2024-07-16,2026-09-09,990,892.65,54.1,108.98,18879,37,Male,North America,Adventure,Medium,8.12,19,9,71,50,Low
P0005848,2026-06-14,2026-09-05,53,63.68,72.09,0.0,453,41,Female,Asia,Action,Medium,6.01,0,5,38,29,Low
P0005849,2023-12-07,2026-07-24,1237,1930.34,93.63,491.24,35970,33,Female,Europe,RPG,Medium,12.48,35,8,89,62,Medium
P0005850,2025-05-20,2026-07-29,510,112.03,13.18,56.0,12290,28,Female,North America,Sports,Medium,2.2,10,10,57,40,Low
P0005851,2025-05-26,2026-08-27,1071,1914.41,107.25,234.93,18301,37,Female,Africa,Sports,Medium,28.6,56,16,85,38,High
P0005852,2024-05-25,2026-09-07,2028,3159.62,93.48,203.23,32581,38,Female,Europe,Action,Medium,23.37,72,15,85,61,High
P0005853,2025-06-04,2026-08-31,959,1233.11,77.15,998.51,19256,34,Male,North America,Strategy,Hard,18.0,33,14,76,43,Medium
P0005854,2024-05-01,2026-09-10,2206,3336.21,90.74,584.75,66289,15,Male,North America,RPG,Easy,22.68,84,15,87,25,High
P0005855,2024-03-18,2026-09-03,2326,3319.2,85.62,373.21,39691,20,Female,Europe,Action,Hard,27.11,110,19,89,39,High
P0005856,2025-01-17,2026-08-31,949,1393.92,88.13,89.85,20950,26,Male,Asia,Strategy,Hard,20.56,28,14,77,44,Medium
P0005857,2024-12-23,2026-08-30,1155,1467.43,76.23,582.09,16269,35,Male,North America,RPG,Medium,15.25,43,12,76,56,Medium
P0005858,2024-01-27,2026-09-05,1957,2931.91,89.89,543.91,23599,28,Prefer not to say,South America,Action,Medium,22.47,68,15,89,47,High
P0005859,2024-06-10,2026-08-07,594,563.31,56.9,77.1,8366,38,Male,Oceania,RPG,Easy,4.74,11,5,78,39,Low
P0005860,2024-06-02,2026-08-24,896,1331.01,89.13,219.82,14379,40,Male,Europe,Puzzle,Medium,13.37,25,9,74,18,Medium
P0005861,2024-08-01,2026-09-02,1948,3264.52,100.55,304.61,21554,39,Non-binary,Asia,RPG,Hard,26.81,61,16,91,65,High
P0005862,2024-04-17,2026-09-02,1478,2547.83,103.43,229.26,25187,39,Male,Asia,Strategy,Easy,22.41,37,13,93,24,Medium
P0005863,2024-05-17,2026-08-28,1135,1223.34,64.67,415.78,13693,19,Male,South America,Strategy,Hard,11.86,42,11,80,31,Medium
P0005864,2024-04-22,2026-09-10,1130,1514.39,80.41,261.36,17014,32,Male,Europe,RPG,Easy,10.72,22,8,82,42,Medium
P0005865,2025-06-15,2026-09-08,875,1229.67,84.32,133.84,7945,23,Male,Asia,RPG,Hard,19.67,26,14,75,44,High
P0005866,2024-06-30,2026-09-01,383,391.55,61.34,22.39,5795,13,Prefer not to say,North America,Adventure,Medium,4.09,4,4,71,46,Low
P0005867,2025-02-16,2026-09-07,597,577.2,58.01,132.69,7806,25,Female,North America,Sports,Medium,8.7,16,9,76,29,Medium
P0005868,2024-02-13,2026-09-08,1928,2522.15,78.49,614.64,42514,40,Male,Oceania,RPG,Hard,17.01,57,13,94,41,Medium
P0005869,2025-03-12,2026-09-05,528,384.82,43.73,31.33,3737,32,Male,Europe,RPG,Medium,4.37,7,6,70,34,Low
P0005870,2026-05-15,2026-08-30,141,184.45,78.49,0.0,1297,46,Male,Europe,RPG,Easy,11.77,0,9,57,28,Medium
P0005871,2024-03-29,2026-09-08,1558,1554.1,59.85,344.48,46832,30,Female,North America,Strategy,Hard,10.97,43,11,82,49,Medium
P0005872,2025-02-28,2026-09-07,85,43.78,30.9,8.58,1813,50,Male,Oceania,RPG,Easy,0.52,2,1,38,26,Low
P0005873,2026-07-14,2026-09-01,61,75.48,74.24,12.08,1229,30,Male,Europe,Strategy,Hard,12.37,1,10,49,8,Medium
P0005874,2024-03-17,2026-07-31,713,571.83,48.12,74.61,19317,28,Female,North America,RPG,Easy,4.01,13,5,72,53,Low
P0005875,2026-07-04,2026-09-01,9,5.95,39.68,0.0,273,16,Female,Asia,RPG,Medium,0.66,0,1,25,12,Low
P0005876,2026-05-01,2026-09-08,170,187.96,66.34,44.88,1732,38,Female,North America,Adventure,Medium,11.06,7,10,65,25,Medium
P0005877,2024-07-20,2026-09-10,1219,1076.78,53.0,321.48,20800,23,Female,Europe,Strategy,Medium,9.72,28,11,78,49,Medium
